exam,id,book,chapter,set,question,sourceFile,pdfPage,answerPage,availability,keyPosition,graded,issue,topic
Exam 3,b3-c15-s1-q04,3,15,1,4,Copy of Book 3.pdf,260,440,Located in assigned book,4,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q05,3,15,1,5,Copy of Book 3.pdf,260,440,Located in assigned book,4,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q06,3,15,1,6,Copy of Book 3.pdf,260,440,Located in assigned book,3,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q07,3,15,1,7,Copy of Book 3.pdf,260,440,Located in assigned book,1,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q08,3,15,1,8,Copy of Book 3.pdf,261,441,Located in assigned book,4,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q09,3,15,1,9,Copy of Book 3.pdf,261,441,Located in assigned book,,False,No single answer mark is available in the source: multiple choices are bold. The item is recorded but ungraded.,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q10,3,15,1,10,Copy of Book 3.pdf,261,441,Located in assigned book,2,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q11,3,15,1,11,Copy of Book 3.pdf,261,441,Located in assigned book,2,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q12,3,15,1,12,Copy of Book 3.pdf,262,442,Located in assigned book,1,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q13,3,15,1,13,Copy of Book 3.pdf,262,442,Located in assigned book,4,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q14,3,15,1,14,Copy of Book 3.pdf,262,442,Located in assigned book,2,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q15,3,15,1,15,Copy of Book 3.pdf,262,442,Located in assigned book,2,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q16,3,15,1,16,Copy of Book 3.pdf,263,443,Located in assigned book,2,False,"The source labels the 400 °C transformation product as pearlite, but this needs checking against the applicable TTT diagram and bainite range.",Transformation kinetics and TTT
Exam 3,b3-c15-s1-q17,3,15,1,17,Copy of Book 3.pdf,263,443,Located in assigned book,2,False,"The source labels the 400 °C transformation product as pearlite, but this needs checking against the applicable TTT diagram and bainite range.",Transformation kinetics and TTT
Exam 3,b3-c15-s1-q18,3,15,1,18,Copy of Book 3.pdf,263,443,Located in assigned book,4,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q19,3,15,1,19,Copy of Book 3.pdf,264,444,Located in assigned book,1,True,,Pearlite and bainite
Exam 3,b3-c15-s1-q20,3,15,1,20,Copy of Book 3.pdf,264,444,Located in assigned book,2,True,,Pearlite and bainite
Exam 3,b3-c15-s1-q21,3,15,1,21,Copy of Book 3.pdf,264,444,Located in assigned book,3,True,,Pearlite and bainite
Exam 3,b3-c15-s1-q22,3,15,1,22,Copy of Book 3.pdf,264,444,Located in assigned book,4,True,,Pearlite and bainite
Exam 3,b3-c15-s1-q23,3,15,1,23,Copy of Book 3.pdf,265,445,Located in assigned book,5,True,,Pearlite and bainite
Exam 3,b3-c15-s1-q24,3,15,1,24,Copy of Book 3.pdf,265,445,Located in assigned book,1,True,,Pearlite and bainite
Exam 3,b3-c15-s1-q25,3,15,1,25,Copy of Book 3.pdf,265,445,Located in assigned book,4,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q26,3,15,1,26,Copy of Book 3.pdf,265,445,Located in assigned book,1,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q27,3,15,1,27,Copy of Book 3.pdf,266,446,Located in assigned book,1,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q28,3,15,1,28,Copy of Book 3.pdf,266,446,Located in assigned book,5,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q29,3,15,1,29,Copy of Book 3.pdf,266,446,Located in assigned book,2,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s1-q30,3,15,1,30,Copy of Book 3.pdf,266,446,Located in assigned book,3,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q01,3,15,2,1,Copy of Book 3.pdf,268,448,Located in assigned book,1,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q02,3,15,2,2,Copy of Book 3.pdf,268,448,Located in assigned book,3,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q03,3,15,2,3,Copy of Book 3.pdf,268,448,Located in assigned book,4,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q04,3,15,2,4,Copy of Book 3.pdf,269,449,Located in assigned book,3,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q05,3,15,2,5,Copy of Book 3.pdf,269,449,Located in assigned book,1,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q06,3,15,2,6,Copy of Book 3.pdf,269,449,Located in assigned book,1,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q07,3,15,2,7,Copy of Book 3.pdf,269,449,Located in assigned book,4,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q08,3,15,2,8,Copy of Book 3.pdf,269,449,Located in assigned book,3,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q09,3,15,2,9,Copy of Book 3.pdf,270,450,Located in assigned book,1,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q10,3,15,2,10,Copy of Book 3.pdf,270,450,Located in assigned book,2,True,,Pearlite and bainite
Exam 3,b3-c15-s2-q11,3,15,2,11,Copy of Book 3.pdf,270,450,Located in assigned book,4,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q12,3,15,2,12,Copy of Book 3.pdf,270,450,Located in assigned book,3,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q13,3,15,2,13,Copy of Book 3.pdf,271,451,Located in assigned book,2,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q14,3,15,2,14,Copy of Book 3.pdf,271,451,Located in assigned book,1,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q15,3,15,2,15,Copy of Book 3.pdf,271,451,Located in assigned book,3,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q16,3,15,2,16,Copy of Book 3.pdf,271,451,Located in assigned book,4,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q17,3,15,2,17,Copy of Book 3.pdf,272,452,Located in assigned book,3,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q18,3,15,2,18,Copy of Book 3.pdf,272,452,Located in assigned book,3,True,,Transformation kinetics and TTT
Exam 3,b3-c15-s2-q19,3,15,2,19,Copy of Book 3.pdf,272,452,Located in assigned book,2,True,,Martensite
Exam 3,b3-c15-s2-q20,3,15,2,20,Copy of Book 3.pdf,272,452,Located in assigned book,2,True,,Martensite
Exam 3,b3-c15-s2-q21,3,15,2,21,Copy of Book 3.pdf,272,453,Located in assigned book,3,True,,Martensite
Exam 3,b3-c15-s2-q22,3,15,2,22,Copy of Book 3.pdf,273,453,Located in assigned book,2,True,,Martensite
Exam 3,b3-c15-s2-q23,3,15,2,23,Copy of Book 3.pdf,273,453,Located in assigned book,3,True,,Martensite
Exam 3,b3-c15-s2-q24,3,15,2,24,Copy of Book 3.pdf,273,453,Located in assigned book,1,True,,Martensite
Exam 3,b3-c15-s2-q25,3,15,2,25,Copy of Book 3.pdf,273,453,Located in assigned book,5,True,,Martensite
Exam 3,b3-c15-s2-q26,3,15,2,26,Copy of Book 3.pdf,274,454,Located in assigned book,2,True,,Martensite
Exam 3,b3-c15-s2-q27,3,15,2,27,Copy of Book 3.pdf,274,454,Located in assigned book,3,True,,Martensite
Exam 3,b3-c15-s2-q28,3,15,2,28,Copy of Book 3.pdf,274,454,Located in assigned book,2,True,,Martensite
Exam 3,b3-c15-s2-q29,3,15,2,29,Copy of Book 3.pdf,274,454,Located in assigned book,3,True,,Martensite
Exam 3,b3-c15-s2-q30,3,15,2,30,Copy of Book 3.pdf,274,454,Located in assigned book,3,True,,Martensite
Exam 4,b4-c16-s1-q01,4,16,1,1,Copy of Book 4.pdf,156,342,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s1-q02,4,16,1,2,Copy of Book 4.pdf,156,342,Located in assigned book,1,True,,Precipitation hardening
Exam 4,b4-c16-s1-q03,4,16,1,3,Copy of Book 4.pdf,157,343,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s1-q04,4,16,1,4,Copy of Book 4.pdf,157,343,Located in assigned book,2,True,,Martensite
Exam 4,b4-c16-s1-q05,4,16,1,5,Copy of Book 4.pdf,157,343,Located in assigned book,4,True,,Martensite
Exam 4,b4-c16-s1-q06,4,16,1,6,Copy of Book 4.pdf,157,343,Located in assigned book,1,True,,Martensite
Exam 4,b4-c16-s1-q07,4,16,1,7,Copy of Book 4.pdf,157,343,Located in assigned book,3,True,,Martensite
Exam 4,b4-c16-s1-q08,4,16,1,8,Copy of Book 4.pdf,158,344,Located in assigned book,5,True,,Martensite
Exam 4,b4-c16-s1-q09,4,16,1,9,Copy of Book 4.pdf,158,344,Located in assigned book,1,True,,Historical alloy examples
Exam 4,b4-c16-s1-q10,4,16,1,10,Copy of Book 4.pdf,158,344,Located in assigned book,3,True,,Historical alloy examples
Exam 4,b4-c16-s1-q11,4,16,1,11,Copy of Book 4.pdf,158,344,Located in assigned book,4,True,,Precipitation hardening
Exam 4,b4-c16-s1-q12,4,16,1,12,Copy of Book 4.pdf,159,345,Located in assigned book,1,True,,Aging time and coherency
Exam 4,b4-c16-s1-q13,4,16,1,13,Copy of Book 4.pdf,159,345,Located in assigned book,1,True,,Aging time and coherency
Exam 4,b4-c16-s1-q14,4,16,1,14,Copy of Book 4.pdf,159,345,Located in assigned book,4,True,,Precipitation hardening
Exam 4,b4-c16-s1-q15,4,16,1,15,Copy of Book 4.pdf,159,345,Located in assigned book,5,True,,Aging time and coherency
Exam 4,b4-c16-s1-q16,4,16,1,16,Copy of Book 4.pdf,160,346,Located in assigned book,2,True,,Aging time and coherency
Exam 4,b4-c16-s1-q17,4,16,1,17,Copy of Book 4.pdf,160,346,Located in assigned book,1,True,,Aging time and coherency
Exam 4,b4-c16-s1-q18,4,16,1,18,Copy of Book 4.pdf,160,346,Located in assigned book,2,True,,Historical alloy examples
Exam 4,b4-c16-s1-q19,4,16,1,19,Copy of Book 4.pdf,160,346,Located in assigned book,1,True,,Precipitation hardening
Exam 4,b4-c16-s1-q20,4,16,1,20,Copy of Book 4.pdf,161,347,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s1-q21,4,16,1,21,Copy of Book 4.pdf,161,347,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s1-q22,4,16,1,22,Copy of Book 4.pdf,161,347,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s1-q23,4,16,1,23,Copy of Book 4.pdf,161,347,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s1-q24,4,16,1,24,Copy of Book 4.pdf,161,347,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s1-q25,4,16,1,25,Copy of Book 4.pdf,162,348,Located in assigned book,2,True,,Aging time and coherency
Exam 4,b4-c16-s1-q26,4,16,1,26,Copy of Book 4.pdf,162,348,Located in assigned book,1,True,,Aging time and coherency
Exam 4,b4-c16-s1-q27,4,16,1,27,Copy of Book 4.pdf,162,348,Located in assigned book,3,True,,Aging time and coherency
Exam 4,b4-c16-s1-q28,4,16,1,28,Copy of Book 4.pdf,162,348,Located in assigned book,3,True,,Aging time and coherency
Exam 4,b4-c16-s1-q29,4,16,1,29,Copy of Book 4.pdf,163,349,Located in assigned book,1,False,The source’s ordered/disordered description of theta-double-prime needs instructor verification; coherency and ordering are different properties.,Aging time and coherency
Exam 4,b4-c16-s1-q30,4,16,1,30,Copy of Book 4.pdf,163,349,Located in assigned book,2,True,,Aging time and coherency
Exam 4,b4-c16-s2-q01,4,16,2,1,Copy of Book 4.pdf,164,350,Located in assigned book,2,True,,Aging time and coherency
Exam 4,b4-c16-s2-q02,4,16,2,2,Copy of Book 4.pdf,164,350,Located in assigned book,4,True,,Aging time and coherency
Exam 4,b4-c16-s2-q03,4,16,2,3,Copy of Book 4.pdf,164,350,Located in assigned book,5,True,,Aging time and coherency
Exam 4,b4-c16-s2-q04,4,16,2,4,Copy of Book 4.pdf,164,350,Located in assigned book,4,True,,Aging time and coherency
Exam 4,b4-c16-s2-q05,4,16,2,5,Copy of Book 4.pdf,165,351,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s2-q06,4,16,2,6,Copy of Book 4.pdf,165,351,Located in assigned book,2,False,The statement that Al–Mg alloys are precipitation hardenable needs a specified composition/alloy system; it should not be generalized to all Al–Mg alloys.,Precipitation hardening
Exam 4,b4-c16-s2-q07,4,16,2,7,Copy of Book 4.pdf,165,351,Located in assigned book,1,True,,Precipitation hardening
Exam 4,b4-c16-s2-q08,4,16,2,8,Copy of Book 4.pdf,165,351,Located in assigned book,1,True,,Precipitation hardening
Exam 4,b4-c16-s2-q09,4,16,2,9,Copy of Book 4.pdf,166,352,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s2-q10,4,16,2,10,Copy of Book 4.pdf,166,352,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s2-q11,4,16,2,11,Copy of Book 4.pdf,166,352,Located in assigned book,4,True,,Precipitation hardening
Exam 4,b4-c16-s2-q12,4,16,2,12,Copy of Book 4.pdf,166,352,Located in assigned book,5,True,,Precipitation hardening
Exam 4,b4-c16-s2-q13,4,16,2,13,Copy of Book 4.pdf,166,352,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s2-q14,4,16,2,14,Copy of Book 4.pdf,167,353,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s2-q15,4,16,2,15,Copy of Book 4.pdf,167,353,Located in assigned book,1,True,,Precipitation hardening
Exam 4,b4-c16-s2-q16,4,16,2,16,Copy of Book 4.pdf,167,353,Located in assigned book,5,True,,Precipitation hardening
Exam 4,b4-c16-s2-q17,4,16,2,17,Copy of Book 4.pdf,167,353,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s2-q18,4,16,2,18,Copy of Book 4.pdf,168,354,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s2-q19,4,16,2,19,Copy of Book 4.pdf,168,354,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s2-q20,4,16,2,20,Copy of Book 4.pdf,168,354,Located in assigned book,1,True,,Precipitation hardening
Exam 4,b4-c16-s2-q21,4,16,2,21,Copy of Book 4.pdf,168,354,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s2-q22,4,16,2,22,Copy of Book 4.pdf,168,354,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s2-q23,4,16,2,23,Copy of Book 4.pdf,169,355,Located in assigned book,1,False,Greater strength from aging does not guarantee greater toughness. Alloy and aging condition are unspecified.,Precipitation hardening
Exam 4,b4-c16-s2-q24,4,16,2,24,Copy of Book 4.pdf,169,355,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s2-q25,4,16,2,25,Copy of Book 4.pdf,169,355,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s2-q26,4,16,2,26,Copy of Book 4.pdf,169,355,Located in assigned book,4,True,,Precipitation hardening
Exam 4,b4-c16-s2-q27,4,16,2,27,Copy of Book 4.pdf,170,356,Located in assigned book,3,True,,Precipitation hardening
Exam 4,b4-c16-s2-q28,4,16,2,28,Copy of Book 4.pdf,170,356,Located in assigned book,2,True,,Precipitation hardening
Exam 4,b4-c16-s2-q29,4,16,2,29,Copy of Book 4.pdf,170,356,Located in assigned book,4,True,,Precipitation hardening
Exam 4,b4-c16-s2-q30,4,16,2,30,Copy of Book 4.pdf,170,356,Located in assigned book,2,True,,Historical alloy examples
Exam 4,b4-c16-s3-q61,4,16,3,61,Copy of Book 4.pdf,171,357,Located in assigned book,4,True,,Precipitation hardening
Exam 4,b4-c16-s3-q62,4,16,3,62,Copy of Book 4.pdf,171,357,Located in assigned book,2,False,The source calls tempering martensite age-hardening. This conflates distinct heat-treatment terminology; clarify with the instructor.,Martensite
Exam 4,b4-c16-s3-q63,4,16,3,63,Copy of Book 4.pdf,171,357,Located in assigned book,2,True,,Historical alloy examples
Exam 4,b4-c16-s3-q64,4,16,3,64,Copy of Book 4.pdf,171,357,Located in assigned book,3,True,,Historical alloy examples
Exam 4,b4-c17-s1-q01,4,17,1,1,Copy of Book 4.pdf,188,374,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c17-s1-q02,4,17,1,2,Copy of Book 4.pdf,188,374,Located in assigned book,2,True,,Polymerization and recycling
Exam 4,b4-c17-s1-q03,4,17,1,3,Copy of Book 4.pdf,189,375,Located in assigned book,1,True,,Polymerization and recycling
Exam 4,b4-c17-s1-q04,4,17,1,4,Copy of Book 4.pdf,189,375,Located in assigned book,2,True,,Polymerization and recycling
Exam 4,b4-c17-s1-q05,4,17,1,5,Copy of Book 4.pdf,189,375,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s1-q06,4,17,1,6,Copy of Book 4.pdf,189,375,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s1-q07,4,17,1,7,Copy of Book 4.pdf,189,375,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c17-s1-q08,4,17,1,8,Copy of Book 4.pdf,190,376,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s1-q09,4,17,1,9,Copy of Book 4.pdf,190,376,Located in assigned book,4,True,,Polymer structure classes
Exam 4,b4-c17-s1-q10,4,17,1,10,Copy of Book 4.pdf,190,376,Located in assigned book,1,True,,Polymer structure classes
Exam 4,b4-c17-s1-q11,4,17,1,11,Copy of Book 4.pdf,190,376,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s1-q12,4,17,1,12,Copy of Book 4.pdf,191,377,Located in assigned book,2,True,,Polymer applications
Exam 4,b4-c17-s1-q13,4,17,1,13,Copy of Book 4.pdf,191,377,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s1-q14,4,17,1,14,Copy of Book 4.pdf,191,377,Located in assigned book,4,True,,Polymer applications
Exam 4,b4-c17-s1-q15,4,17,1,15,Copy of Book 4.pdf,191,377,Located in assigned book,3,True,,Polymer applications
Exam 4,b4-c17-s1-q16,4,17,1,16,Copy of Book 4.pdf,191,377,Located in assigned book,1,True,,Polymer applications
Exam 4,b4-c17-s1-q17,4,17,1,17,Copy of Book 4.pdf,192,378,Located in assigned book,3,True,,Polymer chains and repeat units
Exam 4,b4-c17-s1-q18,4,17,1,18,Copy of Book 4.pdf,192,378,Located in assigned book,2,True,,Polymer chains and repeat units
Exam 4,b4-c17-s1-q19,4,17,1,19,Copy of Book 4.pdf,192,378,Located in assigned book,4,True,,Polymer chains and repeat units
Exam 4,b4-c17-s1-q20,4,17,1,20,Copy of Book 4.pdf,192,378,Located in assigned book,4,True,,Polymer chains and repeat units
Exam 4,b4-c17-s1-q21,4,17,1,21,Copy of Book 4.pdf,192,378,Located in assigned book,2,True,,Polymer applications
Exam 4,b4-c17-s1-q22,4,17,1,22,Copy of Book 4.pdf,193,379,Located in assigned book,4,True,,Polymer applications
Exam 4,b4-c17-s1-q23,4,17,1,23,Copy of Book 4.pdf,193,379,Located in assigned book,4,True,,Polymer applications
Exam 4,b4-c17-s1-q24,4,17,1,24,Copy of Book 4.pdf,193,379,Located in assigned book,3,True,,Polymer chains and repeat units
Exam 4,b4-c17-s1-q25,4,17,1,25,Copy of Book 4.pdf,193,379,Located in assigned book,2,True,,Polymer chains and repeat units
Exam 4,b4-c17-s1-q26,4,17,1,26,Copy of Book 4.pdf,193,379,Located in assigned book,3,True,,Polymer chains and repeat units
Exam 4,b4-c17-s1-q27,4,17,1,27,Copy of Book 4.pdf,194,380,Located in assigned book,3,True,,Polymer chains and repeat units
Exam 4,b4-c17-s1-q28,4,17,1,28,Copy of Book 4.pdf,194,380,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s1-q29,4,17,1,29,Copy of Book 4.pdf,194,380,Located in assigned book,1,True,,Polymer structure classes
Exam 4,b4-c17-s1-q30,4,17,1,30,Copy of Book 4.pdf,194,380,Located in assigned book,2,True,,Polymer chains and repeat units
Exam 4,b4-c17-s2-q01,4,17,2,1,Copy of Book 4.pdf,195,381,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s2-q02,4,17,2,2,Copy of Book 4.pdf,195,381,Located in assigned book,4,True,,Polymer applications
Exam 4,b4-c17-s2-q03,4,17,2,3,Copy of Book 4.pdf,195,381,Located in assigned book,1,True,,Polymer structure classes
Exam 4,b4-c17-s2-q04,4,17,2,4,Copy of Book 4.pdf,195,381,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c17-s2-q05,4,17,2,5,Copy of Book 4.pdf,196,382,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s2-q06,4,17,2,6,Copy of Book 4.pdf,196,382,Located in assigned book,4,True,,Polymer structure classes
Exam 4,b4-c17-s2-q07,4,17,2,7,Copy of Book 4.pdf,196,382,Located in assigned book,1,True,,Polymer structure classes
Exam 4,b4-c17-s2-q08,4,17,2,8,Copy of Book 4.pdf,196,382,Located in assigned book,2,True,,Polymer applications
Exam 4,b4-c17-s2-q09,4,17,2,9,Copy of Book 4.pdf,196,382,Located in assigned book,1,True,,Polymer applications
Exam 4,b4-c17-s2-q10,4,17,2,10,Copy of Book 4.pdf,197,383,Located in assigned book,1,True,,Polymer applications
Exam 4,b4-c17-s2-q11,4,17,2,11,Copy of Book 4.pdf,197,383,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c17-s2-q12,4,17,2,12,Copy of Book 4.pdf,197,383,Located in assigned book,3,True,,Polymer applications
Exam 4,b4-c17-s2-q13,4,17,2,13,Copy of Book 4.pdf,197,383,Located in assigned book,3,True,,Polymer applications
Exam 4,b4-c17-s2-q14,4,17,2,14,Copy of Book 4.pdf,197,383,Located in assigned book,3,True,,Polymer applications
Exam 4,b4-c17-s2-q15,4,17,2,15,Copy of Book 4.pdf,198,384,Located in assigned book,1,True,,Polymer structure classes
Exam 4,b4-c17-s2-q16,4,17,2,16,Copy of Book 4.pdf,198,384,Located in assigned book,2,True,,Polymer applications
Exam 4,b4-c17-s2-q17,4,17,2,17,Copy of Book 4.pdf,198,384,Located in assigned book,2,True,,Polymer applications
Exam 4,b4-c17-s2-q18,4,17,2,18,Copy of Book 4.pdf,198,384,Located in assigned book,1,True,,Polymer applications
Exam 4,b4-c17-s2-q19,4,17,2,19,Copy of Book 4.pdf,198,384,Located in assigned book,3,True,,Polymer applications
Exam 4,b4-c17-s2-q20,4,17,2,20,Copy of Book 4.pdf,199,385,Located in assigned book,4,True,,Polymer structure classes
Exam 4,b4-c17-s2-q21,4,17,2,21,Copy of Book 4.pdf,199,385,Located in assigned book,1,True,,Polymer applications
Exam 4,b4-c17-s2-q22,4,17,2,22,Copy of Book 4.pdf,199,385,Located in assigned book,1,True,,Polymer applications
Exam 4,b4-c17-s2-q23,4,17,2,23,Copy of Book 4.pdf,199,385,Located in assigned book,2,True,,Polymer applications
Exam 4,b4-c17-s2-q24,4,17,2,24,Copy of Book 4.pdf,200,385,Located in assigned book,3,False,"The marked choice says propylene, which is the monomer; the intended product material appears to be polypropylene.",Polymer applications
Exam 4,b4-c17-s2-q25,4,17,2,25,Copy of Book 4.pdf,200,386,Located in assigned book,4,True,,Polymer applications
Exam 4,b4-c17-s2-q26,4,17,2,26,Copy of Book 4.pdf,200,386,Located in assigned book,2,True,,Polymer applications
Exam 4,b4-c17-s2-q27,4,17,2,27,Copy of Book 4.pdf,200,386,Located in assigned book,4,True,,Polymer applications
Exam 4,b4-c17-s2-q28,4,17,2,28,Copy of Book 4.pdf,200,386,Located in assigned book,3,False,The particular rope/material example needs confirmation; it is not a universal material choice.,Polymer applications
Exam 4,b4-c17-s2-q29,4,17,2,29,Copy of Book 4.pdf,201,387,Located in assigned book,1,True,,Polymer structure classes
Exam 4,b4-c17-s2-q30,4,17,2,30,Copy of Book 4.pdf,201,387,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c17-s3-q01,4,17,3,1,Copy of Book 4.pdf,202,388,Located in assigned book,3,True,,Polymer chains and repeat units
Exam 4,b4-c17-s3-q05,4,17,3,5,Copy of Book 4.pdf,203,389,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c17-s3-q10,4,17,3,10,Copy of Book 4.pdf,204,390,Located in assigned book,3,True,,Polymerization and recycling
Exam 4,b4-c17-s3-q27,4,17,3,27,Copy of Book 4.pdf,207,393,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c18-s1-q01,4,18,1,1,Copy of Book 4.pdf,229,415,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c18-s1-q02,4,18,1,2,Copy of Book 4.pdf,229,415,Located in assigned book,2,True,,Glass transition and rate effects
Exam 4,b4-c18-s1-q03,4,18,1,3,Copy of Book 4.pdf,230,416,Located in assigned book,3,True,,Glass transition and rate effects
Exam 4,b4-c18-s1-q04,4,18,1,4,Copy of Book 4.pdf,230,416,Located in assigned book,1,True,,Glass transition and rate effects
Exam 4,b4-c18-s1-q05,4,18,1,5,Copy of Book 4.pdf,230,416,Located in assigned book,2,True,,Glass transition and rate effects
Exam 4,b4-c18-s1-q06,4,18,1,6,Copy of Book 4.pdf,230,416,Located in assigned book,3,False,The stated natural-rubber Tg is an approximate source example that needs verification for composition and test conditions.,Glass transition and rate effects
Exam 4,b4-c18-s1-q07,4,18,1,7,Copy of Book 4.pdf,230,416,Located in assigned book,4,True,,Glass transition and rate effects
Exam 4,b4-c18-s1-q08,4,18,1,8,Copy of Book 4.pdf,231,417,Located in assigned book,2,True,,Glass transition and rate effects
Exam 4,b4-c18-s1-q09,4,18,1,9,Copy of Book 4.pdf,231,417,Located in assigned book,3,True,,Glass transition and rate effects
Exam 4,b4-c18-s1-q10,4,18,1,10,Copy of Book 4.pdf,231,417,Located in assigned book,2,True,,Glass transition and rate effects
Exam 4,b4-c18-s1-q11,4,18,1,11,Copy of Book 4.pdf,231,417,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c18-s1-q12,4,18,1,12,Copy of Book 4.pdf,232,418,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c18-s1-q13,4,18,1,13,Copy of Book 4.pdf,232,418,Located in assigned book,1,True,,Polymer structure classes
Exam 4,b4-c18-s1-q14,4,18,1,14,Copy of Book 4.pdf,232,418,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c18-s1-q15,4,18,1,15,Copy of Book 4.pdf,232,418,Located in assigned book,1,True,,Polymer structure classes
Exam 4,b4-c18-s1-q16,4,18,1,16,Copy of Book 4.pdf,232,418,Located in assigned book,2,True,,Polymer structure classes
Exam 4,b4-c18-s1-q17,4,18,1,17,Copy of Book 4.pdf,233,419,Located in assigned book,3,True,,Polymer structure classes
Exam 4,b4-c18-s1-q18,4,18,1,18,Copy of Book 4.pdf,233,419,Located in assigned book,4,True,,Polymer structure classes
Exam 4,b4-c18-s1-q19,4,18,1,19,Copy of Book 4.pdf,233,419,Located in assigned book,2,True,,Spherulites and crystallinity
Exam 4,b4-c18-s1-q20,4,18,1,20,Copy of Book 4.pdf,233,419,Located in assigned book,3,True,,Spherulites and crystallinity
Exam 4,b4-c18-s1-q21,4,18,1,21,Copy of Book 4.pdf,233,419,Located in assigned book,4,True,,Spherulites and crystallinity
Exam 4,b4-c18-s1-q22,4,18,1,22,Copy of Book 4.pdf,234,420,Located in assigned book,1,True,,Spherulites and crystallinity
